ID	X	Y	Curve
18993	6695	0.772	61319134_M
18994	6726	0.912	61319134_M
18995	6756	1.004	61319134_M
18996	6787	1.057	61319134_M
18997	6818	0.968	61319134_M
18998	6848	0.997	61319134_M
18999	6879	0.946	61319134_M
19000	6909	0.882	61319134_M
19001	6940	0.928	61319134_M
19002	6971	0.849	61319134_M
19003	6999	0.777	61319134_M
19004	7030	0.785	61319134_M
19005	7060	0.889	61319134_M
19006	7091	1.06	61319134_M
19007	7121	1.493	61319134_M
19008	7152	1.675	61319134_M
19009	7183	1.643	61319134_M
19010	7213	1.631	61319134_M
19011	7244	1.685	61319134_M
19012	7274	1.669	61319134_M
19013	7305	1.504	61319134_M
19014	7336	1.354	61319134_M
19015	7365	1.323	61319134_M
19016	7396	1.199	61319134_M
19017	7426	1.379	61319134_M
19018	7457	1.465	61319134_M
19019	7487	1.495	61319134_M
19020	7518	1.58	61319134_M
19021	7549	1.572	61319134_M
19022	7579	1.513	61319134_M
19023	7610	1.502	61319134_M
19024	7640	1.405	61319134_M
19025	7671	1.416	61319134_M
19026	7702	1.282	61319134_M
19027	7730	1.195	61319134_M
19028	7761	1.143	61319134_M
19029	7791	1.175	61319134_M
19030	7822	1.669	61319134_M
19031	7852	1.905	61319134_M
19032	7883	2.073	61319134_M
19033	7914	2.172	61319134_M
19034	7944	2.186	61319134_M
19035	7975	2.101	61319134_M
19036	8005	2.046	61319134_M
19037	8036	1.853	61319134_M
19038	8067	2.138	61319134_M
19039	8095	1.964	61319134_M
19040	8126	1.788	61319134_M
19041	8156	1.627	61319134_M
19042	8187	1.594	61319134_M
19043	8217	1.76	61319134_M
19044	8248	1.86	61319134_M
19045	8279	1.829	61319134_M
19046	8309	1.803	61319134_M
19047	8340	1.73	61319134_M
19048	8370	1.596	61319134_M
19049	8401	1.509	61319134_M
19050	8432	1.388	61319134_M
19051	8460	1.41	61319134_M
19052	8491	1.318	61319134_M
19053	8521	1.341	61319134_M
19054	8552	1.309	61319134_M
19055	8582	1.674	61319134_M
19056	8613	1.782	61319134_M
19057	8644	1.919	61319134_M
19058	8674	1.9	61319134_M
19059	8705	1.756	61319134_M
19060	8735	1.647	61319134_M
19061	8766	1.505	61319134_M
19062	8797	1.375	61319134_M
19063	8826	1.278	61319134_M
19064	8857	1.202	61319134_M
19065	8887	1.228	61319134_M
19066	8918	1.518	61319134_M
19067	8948	1.565	61319134_M
19068	8979	1.539	61319134_M
19069	9010	1.557	61319134_M
19070	9040	1.524	61319134_M
19071	9071	1.474	61319134_M
19072	9101	1.533	61319134_M
19073	9132	1.461	61319134_M
19074	9163	1.327	61319134_M
19075	9191	1.221	61319134_M
19076	9222	1.156	61319134_M
19077	9252	1.336	61319134_M
19078	9283	1.312	61319134_M
19079	9313	1.358	61319134_M
19080	9344	1.352	61319134_M
19081	9375	1.367	61319134_M
19082	9405	1.301	61319134_M
19083	9436	1.259	61319134_M
19084	9466	1.191	61319134_M
19085	9497	1.113	61319134_M
19086	9528	1.017	61319134_M
19087	9556	1.002	61319134_M
19088	9587	0.959	61319134_M
19089	9617	0.89	61319134_M
19090	9648	0.951	61319134_M
19091	9678	0.99	61319134_M
19092	9709	1.091	61319134_M
19093	9740	1.098	61319134_M
19094	9770	1.04	61319134_M
19095	9801	1.011	61319134_M
19096	9831	0.959	61319134_M
19097	9862	0.867	61319134_M
19098	9893	0.791	61319134_M
19099	9921	0.723	61319134_M
19100	9952	0.795	61319134_M
19101	9982	1.145	61319134_M
19102	10013	1.126	61319134_M
19103	10043	1.42	61319134_M
19104	10074	1.683	61319134_M
19105	10105	1.692	61319134_M
19106	10135	1.718	61319134_M
19107	10166	1.677	61319134_M
19108	10196	1.621	61319134_M
19109	10227	1.58	61319134_M
19110	10258	1.424	61319134_M
19111	10287	1.305	61319134_M
19112	10318	1.219	61319134_M
19113	10348	1.273	61319134_M
19114	10379	1.572	61319134_M
19115	10409	1.988	61319134_M
19116	10440	2.058	61319134_M
19117	10471	2.022	61319134_M
19118	10501	2.034	61319134_M
19119	10532	1.934	61319134_M
19120	10562	1.817	61319134_M
19121	10593	1.653	61319134_M
19122	10624	1.569	61319134_M
19123	10652	1.543	61319134_M
19124	10683	1.41	61319134_M
19125	10713	1.464	61319134_M
19126	10744	1.631	61319134_M
19127	10774	1.605	61319134_M
19128	10805	1.758	61319134_M
19129	10836	1.705	61319134_M
19130	10866	1.665	61319134_M
19131	10897	1.737	61319134_M
19132	10927	1.589	61319134_M
19133	0	9.803	61319142_M
19134	31	9.7	61319142_M
19135	60	9.607	61319142_M
19136	91	9.528	61319142_M
19137	121	9.509	61319142_M
19138	121	9.509	61319142_M
19139	152	9.478	61319142_M
19140	182	9.725	61319142_M
19141	213	9.993	61319142_M
19142	244	10.149	61319142_M
19143	274	10.117	61319142_M
19144	305	10.135	61319142_M
19145	335	10.046	61319142_M
19146	366	9.982	61319142_M
19147	397	9.873	61319142_M
19148	425	9.771	61319142_M
19149	456	9.705	61319142_M
19150	486	9.727	61319142_M
19151	517	9.693	61319142_M
19152	547	9.757	61319142_M
19153	578	9.782	61319142_M
19154	609	9.78	61319142_M
19155	639	9.72	61319142_M
19156	670	9.643	61319142_M
19157	700	9.545	61319142_M
19158	731	9.484	61319142_M
19159	762	9.385	61319142_M
19160	790	9.312	61319142_M
19161	821	9.215	61319142_M
19162	851	9.154	61319142_M
19163	882	9.39	61319142_M
19164	912	9.552	61319142_M
19165	943	9.708	61319142_M
19166	974	9.888	61319142_M
19167	1004	9.918	61319142_M
19168	1035	9.992	61319142_M
19169	1065	9.978	61319142_M
19170	1096	9.898	61319142_M
19171	1127	9.805	61319142_M
19172	1155	9.705	61319142_M
19173	1186	9.589	61319142_M
19174	1216	9.567	61319142_M
19175	1247	9.85	61319142_M
19176	1277	10.009	61319142_M
19177	1308	10.124	61319142_M
19178	1339	10.294	61319142_M
19179	1369	10.315	61319142_M
19180	1400	10.281	61319142_M
19181	1430	10.173	61319142_M
19182	1461	10.042	61319142_M
19183	1492	9.91	61319142_M
19184	1521	9.793	61319142_M
19185	1552	9.688	61319142_M
19186	1582	9.65	61319142_M
19187	1613	9.601	61319142_M
19188	1643	9.846	61319142_M
19189	1674	10.115	61319142_M
19190	1705	10.27	61319142_M
19191	1735	10.232	61319142_M
19192	1766	10.248	61319142_M
19193	1796	10.155	61319142_M
19194	1827	10.078	61319142_M
19195	1858	9.957	61319142_M
19196	1886	9.849	61319142_M
19197	1917	9.77	61319142_M
19198	1947	9.726	61319142_M
19199	1978	9.797	61319142_M
19200	2008	9.832	61319142_M
19201	2039	9.833	61319142_M
19202	2070	9.833	61319142_M
19203	2100	9.79	61319142_M
19204	2131	9.815	61319142_M
19205	2161	9.77	61319142_M
19206	2192	9.731	61319142_M
19207	2223	9.653	61319142_M
19208	2251	9.557	61319142_M
19209	2282	9.466	61319142_M
19210	2312	9.476	61319142_M
19211	2343	9.585	61319142_M
19212	2373	9.814	61319142_M
19213	2404	9.983	61319142_M
19214	2435	10.008	61319142_M
19215	2465	10.057	61319142_M
19216	2496	10.052	61319142_M
19217	2526	9.969	61319142_M
19218	2557	9.895	61319142_M
19219	2588	9.785	61319142_M
19220	2616	9.701	61319142_M
19221	2647	9.6	61319142_M
19222	2677	9.575	61319142_M
19223	2708	9.7	61319142_M
19224	2738	9.826	61319142_M
19225	2769	9.925	61319142_M
19226	2800	9.922	61319142_M
19227	2830	9.84	61319142_M
19228	2861	9.772	61319142_M
19229	2891	9.689	61319142_M
19230	2922	9.603	61319142_M
19231	2953	9.518	61319142_M
19232	2982	9.421	61319142_M
19233	3013	9.342	61319142_M
19234	3043	9.282	61319142_M
19235	3074	9.197	61319142_M
19236	3104	9.161	61319142_M
19237	3135	9.1	61319142_M
19238	3166	9.031	61319142_M
19239	3196	8.982	61319142_M
19240	3227	8.929	61319142_M
19241	3257	8.856	61319142_M
19242	3288	8.783	61319142_M
19243	3319	8.72	61319142_M
19244	3347	8.652	61319142_M
19245	3378	8.614	61319142_M
19246	3408	8.744	61319142_M
19247	3439	8.866	61319142_M
19248	3469	9.086	61319142_M
19249	3500	9.158	61319142_M
19250	3531	9.191	61319142_M
19251	3561	9.135	61319142_M
19252	3592	9.051	61319142_M
19253	3622	9.013	61319142_M
19254	3653	8.951	61319142_M
19255	3684	8.866	61319142_M
19256	3712	8.863	61319142_M
19257	3743	8.789	61319142_M
19258	3773	8.796	61319142_M
19259	3804	8.844	61319142_M
19260	3834	8.994	61319142_M
19261	3865	9.076	61319142_M
19262	3896	9.061	61319142_M
19263	3926	9.059	61319142_M
19264	3957	9.084	61319142_M
19265	3987	9.019	61319142_M
19266	4018	8.93	61319142_M
19267	4049	8.844	61319142_M
19268	4077	8.776	61319142_M
19269	4108	8.755	61319142_M
19270	4138	8.682	61319142_M
19271	4169	8.668	61319142_M
19272	4199	8.651	61319142_M
19273	4230	8.622	61319142_M
19274	4261	8.579	61319142_M
19275	4291	8.573	61319142_M
19276	4322	8.55	61319142_M
19277	4352	8.499	61319142_M
19278	4383	8.429	61319142_M
19279	4414	8.355	61319142_M
19280	4443	8.287	61319142_M
19281	4474	8.237	61319142_M
19282	4504	8.29	61319142_M
19283	4535	8.409	61319142_M
19284	4565	8.542	61319142_M
19285	4596	8.706	61319142_M
19286	4627	8.887	61319142_M
19287	4657	8.902	61319142_M
19288	4688	8.958	61319142_M
19289	4718	8.897	61319142_M
19290	4749	8.81	61319142_M
19291	4780	8.747	61319142_M
19292	4808	8.674	61319142_M
19293	4839	8.584	61319142_M
19294	4869	8.637	61319142_M
19295	4900	8.803	61319142_M
19296	4930	8.991	61319142_M
19297	4961	9.256	61319142_M
19298	4992	9.34	61319142_M
19299	5022	9.41	61319142_M
19300	5053	9.422	61319142_M
19301	5083	9.341	61319142_M
19302	5114	9.23	61319142_M
19303	5145	9.117	61319142_M
19304	5173	9.022	61319142_M
19305	5204	8.917	61319142_M
19306	5234	8.847	61319142_M
19307	5265	8.86	61319142_M
19308	5295	8.821	61319142_M
19309	5326	8.82	61319142_M
19310	5357	8.773	61319142_M
19311	5387	8.703	61319142_M
19312	5418	8.654	61319142_M
19313	5448	8.588	61319142_M
19314	5479	8.511	61319142_M
19315	5510	8.434	61319142_M
19316	5538	8.367	61319142_M
19317	5569	8.32	61319142_M
19318	5599	8.296	61319142_M
19319	5630	8.35	61319142_M
19320	5660	8.428	61319142_M
19321	5691	8.565	61319142_M
19322	5722	8.6	61319142_M
19323	5752	8.619	61319142_M
19324	5783	8.59	61319142_M
19325	5813	8.542	61319142_M
19326	5844	8.464	61319142_M
19327	5875	8.446	61319142_M
19328	5904	8.38	61319142_M
19329	5935	8.303	61319142_M
19330	5965	8.286	61319142_M
19331	5996	8.28	61319142_M
19332	6026	8.244	61319142_M
19333	6057	8.224	61319142_M
19334	6088	8.204	61319142_M
19335	6118	8.166	61319142_M
19336	6149	8.131	61319142_M
19337	6179	8.108	61319142_M
19338	6210	8.054	61319142_M
19339	6241	7.999	61319142_M
19340	6269	7.941	61319142_M
19341	6300	7.883	61319142_M
19342	6330	7.821	61319142_M
19343	6361	7.893	61319142_M
19344	6391	7.938	61319142_M
19345	6422	7.99	61319142_M
19346	6453	8.054	61319142_M
19347	6483	8.039	61319142_M
19348	6514	8.12	61319142_M
19349	6544	8.091	61319142_M
19350	6575	8.031	61319142_M
19351	6606	7.96	61319142_M
19352	6634	7.901	61319142_M
19353	6665	7.839	61319142_M
19354	6695	7.776	61319142_M
19355	6726	7.812	61319142_M
19356	6756	7.85	61319142_M
19357	6787	7.877	61319142_M
19358	6818	7.837	61319142_M
19359	6848	7.837	61319142_M
19360	6879	7.806	61319142_M
19361	6909	7.762	61319142_M
19362	6940	7.761	61319142_M
19363	6971	7.714	61319142_M
19364	6999	7.662	61319142_M
19365	7030	7.64	61319142_M
19366	7060	7.671	61319142_M
19367	7091	7.747	61319142_M
19368	7121	7.958	61319142_M
19369	7152	8.097	61319142_M
19370	7183	8.128	61319142_M
19371	7213	8.144	61319142_M
19372	7244	8.184	61319142_M
19373	7274	8.194	61319142_M
19374	7305	8.127	61319142_M
19375	7336	8.045	61319142_M
19376	7365	8.009	61319142_M
19377	7396	7.936	61319142_M
19378	7426	7.995	61319142_M
19379	7457	8.042	61319142_M
19380	7487	8.066	61319142_M
19381	7518	8.113	61319142_M
19382	7549	8.124	61319142_M
19383	7579	8.103	61319142_M
19384	7610	8.095	61319142_M
19385	7640	8.047	61319142_M
19386	7671	8.037	61319142_M
19387	7702	7.967	61319142_M
19388	7730	7.906	61319142_M
19389	7761	7.856	61319142_M
19390	7791	7.847	61319142_M
19391	7822	8.061	61319142_M
19392	7852	8.214	61319142_M
19393	7883	8.34	61319142_M
19394	7914	8.438	61319142_M
19395	7944	8.492	61319142_M
19396	7975	8.49	61319142_M
19397	8005	8.485	61319142_M
19398	8036	8.408	61319142_M
19399	8067	8.531	61319142_M
19400	8095	8.485	61319142_M
19401	8126	8.401	61319142_M
19402	8156	8.309	61319142_M
19403	8187	8.268	61319142_M
19404	8217	8.328	61319142_M
19405	8248	8.386	61319142_M
19406	8279	8.389	61319142_M
19407	8309	8.383	61319142_M
19408	8340	8.349	61319142_M
19409	8370	8.28	61319142_M
19410	8401	8.218	61319142_M
19411	8432	8.14	61319142_M
19412	8460	8.124	61319142_M
19413	8491	8.066	61319142_M
19414	8521	8.055	61319142_M
19415	8552	8.028	61319142_M
19416	8582	8.185	61319142_M
19417	8613	8.27	61319142_M
19418	8644	8.362	61319142_M
19419	8674	8.387	61319142_M
19420	8705	8.338	61319142_M
19421	8735	8.284	61319142_M
19422	8766	8.206	61319142_M
19423	8797	8.125	61319142_M
19424	8826	8.055	61319142_M
19425	8857	7.992	61319142_M
19426	8887	7.977	61319142_M
19427	8918	8.096	61319142_M
19428	8948	8.14	61319142_M
19429	8979	8.14	61319142_M
19430	9010	8.151	61319142_M
19431	9040	8.14	61319142_M
19432	9071	8.114	61319142_M
19433	9101	8.133	61319142_M
19434	9132	8.102	61319142_M
19435	9163	8.03	61319142_M
19436	9191	7.962	61319142_M
19437	9222	7.906	61319142_M
19438	9252	7.966	61319142_M
19439	9283	7.961	61319142_M
19440	9313	7.978	61319142_M
19441	9344	7.977	61319142_M
19442	9375	7.982	61319142_M
19443	9405	7.951	61319142_M
19444	9436	7.922	61319142_M
19445	9466	7.879	61319142_M
19446	9497	7.825	61319142_M
19447	9528	7.758	61319142_M
19448	9556	7.727	61319142_M
19449	9587	7.685	61319142_M
19450	9617	7.633	61319142_M
19451	9648	7.637	61319142_M
19452	9678	7.645	61319142_M
19453	9709	7.686	61319142_M
19454	9740	7.693	61319142_M
19455	9770	7.664	61319142_M
19456	9801	7.64	61319142_M
19457	9831	7.605	61319142_M
19458	9862	7.546	61319142_M
19459	9893	7.487	61319142_M
19460	9921	7.433	61319142_M
19461	9952	7.439	61319142_M
19462	9982	7.589	61319142_M
19463	10013	7.611	61319142_M
19464	10043	7.754	61319142_M
19465	10074	7.916	61319142_M
19466	10105	7.973	61319142_M
19467	10135	8.014	61319142_M
19468	10166	8.018	61319142_M
19469	10196	8.003	61319142_M
19470	10227	7.987	61319142_M
19471	10258	7.914	61319142_M
19472	10287	7.843	61319142_M
19473	10318	7.781	61319142_M
19474	10348	7.784	61319142_M
19475	10379	7.916	61319142_M
19476	10409	8.137	61319142_M
19477	10440	8.235	61319142_M
19478	10471	8.266	61319142_M
19479	10501	8.3	61319142_M
19480	10532	8.281	61319142_M
19481	10562	8.235	61319142_M
19482	10593	8.154	61319142_M
19483	10624	8.096	61319142_M
19484	10652	8.067	61319142_M
19485	10683	7.992	61319142_M
19486	10713	7.993	61319142_M
19487	10744	8.063	61319142_M
19488	10774	8.064	61319142_M
19489	10805	8.137	61319142_M
19490	10836	8.132	61319142_M
19491	10866	8.117	61319142_M
19492	10897	8.149	61319142_M
19493	10927	8.089	61319142_M
19494	0	1.492	61319153_M
19495	31	1.414	61319153_M
19496	60	1.322	61319153_M
19497	91	1.212	61319153_M
19498	121	1.122	61319153_M
19499	121	1.122	61319153_M
19500	152	1.02	61319153_M
19501	182	1.09	61319153_M
19502	213	1.187	61319153_M
19503	244	1.261	61319153_M
19504	274	1.262	61319153_M
19505	305	1.307	61319153_M
19506	335	1.282	61319153_M
19507	366	1.267	61319153_M
19508	397	1.211	61319153_M
19509	425	1.141	61319153_M
19510	456	1.072	61319153_M
19511	486	1.039	61319153_M
19512	517	0.973	61319153_M
19513	547	0.977	61319153_M
19514	578	0.971	61319153_M
19515	609	0.976	61319153_M
19516	639	0.963	61319153_M
19517	670	0.947	61319153_M
19518	700	0.911	61319153_M
19519	731	0.887	61319153_M
19520	762	0.827	61319153_M
19521	790	0.768	61319153_M
19522	821	0.675	61319153_M
19523	851	0.592	61319153_M
19524	882	0.674	61319153_M
19525	912	0.722	61319153_M
19526	943	0.799	61319153_M
19527	974	0.921	61319153_M
19528	1004	0.981	61319153_M
19529	1035	1.081	61319153_M
19530	1065	1.124	61319153_M
19531	1096	1.127	61319153_M
19532	1127	1.106	61319153_M
19533	1155	1.056	61319153_M
19534	1186	0.974	61319153_M
19535	1216	0.93	61319153_M
19536	1247	1.049	61319153_M
19537	1277	1.109	61319153_M
19538	1308	1.179	61319153_M
19539	1339	1.308	61319153_M
19540	1369	1.369	61319153_M
19541	1400	1.413	61319153_M
19542	1430	1.405	61319153_M
19543	1461	1.372	61319153_M
19544	1492	1.318	61319153_M
19545	1521	1.247	61319153_M
19546	1552	1.16	61319153_M
19547	1582	1.096	61319153_M
19548	1613	1.021	61319153_M
19549	1643	1.125	61319153_M
19550	1674	1.256	61319153_M
19551	1705	1.363	61319153_M
19552	1735	1.39	61319153_M
19553	1766	1.459	61319153_M
19554	1796	1.453	61319153_M
19555	1827	1.448	61319153_M
19556	1858	1.397	61319153_M
19557	1886	1.333	61319153_M
19558	1917	1.261	61319153_M
19559	1947	1.195	61319153_M
19560	1978	1.19	61319153_M
19561	2008	1.175	61319153_M
19562	2039	1.162	61319153_M
19563	2070	1.17	61319153_M
19564	2100	1.166	61319153_M
19565	2131	1.209	61319153_M
19566	2161	1.205	61319153_M
19567	2192	1.201	61319153_M
19568	2223	1.163	61319153_M
19569	2251	1.097	61319153_M
19570	2282	1.014	61319153_M
19571	2312	0.974	61319153_M
19572	2343	0.986	61319153_M
19573	2373	1.078	61319153_M
19574	2404	1.161	61319153_M
19575	2435	1.197	61319153_M
19576	2465	1.268	61319153_M
19577	2496	1.314	61319153_M
19578	2526	1.309	61319153_M
19579	2557	1.301	61319153_M
19580	2588	1.254	61319153_M
19581	2616	1.2	61319153_M
19582	2647	1.114	61319153_M
19583	2677	1.057	61319153_M
19584	2708	1.08	61319153_M
19585	2738	1.116	61319153_M
19586	2769	1.161	61319153_M
19587	2800	1.177	61319153_M
19588	2830	1.164	61319153_M
19589	2861	1.163	61319153_M
19590	2891	1.141	61319153_M
19591	2922	1.107	61319153_M
19592	2953	1.059	61319153_M
19593	2982	0.986	61319153_M
19594	3013	0.903	61319153_M
19595	3043	0.819	61319153_M
19596	3074	0.717	61319153_M
19597	3104	0.651	61319153_M
19598	3135	0.58	61319153_M
19599	3166	0.524	61319153_M
19600	3196	0.493	61319153_M
19601	3227	0.464	61319153_M
19602	3257	0.421	61319153_M
19603	3288	0.374	61319153_M
19604	3319	0.32	61319153_M
19605	3347	0.251	61319153_M
19606	3378	0.181	61319153_M
19607	3408	0.197	61319153_M
19608	3439	0.206	61319153_M
19609	3469	0.291	61319153_M
19610	3500	0.312	61319153_M
19611	3531	0.346	61319153_M
19612	3561	0.343	61319153_M
19613	3592	0.332	61319153_M
19614	3622	0.338	61319153_M
19615	3653	0.32	61319153_M
19616	3684	0.277	61319153_M
19617	3712	0.265	61319153_M
19618	3743	0.191	61319153_M
19619	3773	0.157	61319153_M
19620	3804	0.139	61319153_M
19621	3834	0.191	61319153_M
19622	3865	0.22	61319153_M
19623	3896	0.223	61319153_M
19624	3926	0.251	61319153_M
19625	3957	0.297	61319153_M
19626	3987	0.289	61319153_M
19627	4018	0.263	61319153_M
19628	4049	0.226	61319153_M
19629	4077	0.179	61319153_M
19630	4108	0.14	61319153_M
19631	4138	0.058	61319153_M
19632	4169	0.007	61319153_M
19633	4199	-0.041	61319153_M
19634	4230	-0.084	61319153_M
19635	4261	-0.117	61319153_M
19636	4291	-0.115	61319153_M
19637	4322	-0.118	61319153_M
19638	4352	-0.136	61319153_M
19639	4383	-0.167	61319153_M
19640	4414	-0.211	61319153_M
19641	4443	-0.267	61319153_M
19642	4474	-0.331	61319153_M
19643	4504	-0.348	61319153_M
19644	4535	-0.332	61319153_M
19645	4565	-0.296	61319153_M
19646	4596	-0.222	61319153_M
19647	4627	-0.11	61319153_M
19648	4657	-0.07	61319153_M
19649	4688	0.014	61319153_M
19650	4718	0.026	61319153_M
19651	4749	0.02	61319153_M
19652	4780	0.013	61319153_M
19653	4808	-0.022	61319153_M
19654	4839	-0.088	61319153_M
19655	4869	-0.086	61319153_M
19656	4900	-0.029	61319153_M
19657	4930	0.052	61319153_M
19658	4961	0.201	61319153_M
19659	4992	0.277	61319153_M
19660	5022	0.374	61319153_M
19661	5053	0.445	61319153_M
19662	5083	0.46	61319153_M
19663	5114	0.45	61319153_M
19664	5145	0.419	61319153_M
19665	5173	0.372	61319153_M
19666	5204	0.297	61319153_M
19667	5234	0.226	61319153_M
19668	5265	0.195	61319153_M
19669	5295	0.137	61319153_M
19670	5326	0.118	61319153_M
19671	5357	0.087	61319153_M
19672	5387	0.058	61319153_M
19673	5418	0.047	61319153_M
19674	5448	0.021	61319153_M
19675	5479	-0.017	61319153_M
19676	5510	-0.064	61319153_M
19677	5538	-0.121	61319153_M
19678	5569	-0.185	61319153_M
19679	5599	-0.247	61319153_M
19680	5630	-0.268	61319153_M
19681	5660	-0.267	61319153_M
19682	5691	-0.216	61319153_M
19683	5722	-0.198	61319153_M
19684	5752	-0.168	61319153_M
19685	5783	-0.155	61319153_M
19686	5813	-0.155	61319153_M
19687	5844	-0.179	61319153_M
19688	5875	-0.18	61319153_M
19689	5904	-0.229	61319153_M
19690	5935	-0.3	61319153_M
19691	5965	-0.35	61319153_M
19692	5996	-0.402	61319153_M
19693	6026	-0.466	61319153_M
19694	6057	-0.51	61319153_M
19695	6088	-0.538	61319153_M
19696	6118	-0.56	61319153_M
19697	6149	-0.571	61319153_M
19698	6179	-0.576	61319153_M
19699	6210	-0.599	61319153_M
19700	6241	-0.63	61319153_M
19701	6269	-0.676	61319153_M
19702	6300	-0.739	61319153_M
19703	6330	-0.817	61319153_M
19704	6361	-0.825	61319153_M
19705	6391	-0.846	61319153_M
19706	6422	-0.847	61319153_M
19707	6453	-0.819	61319153_M
19708	6483	-0.818	61319153_M
19709	6514	-0.746	61319153_M
19710	6544	-0.738	61319153_M
19711	6575	-0.743	61319153_M
19712	6606	-0.765	61319153_M
19713	6634	-0.797	61319153_M
19714	6665	-0.851	61319153_M
19715	6695	-0.919	61319153_M
19716	6726	-0.938	61319153_M
19717	6756	-0.954	61319153_M
19718	6787	-0.963	61319153_M
19719	6818	-0.989	61319153_M
19720	6848	-0.975	61319153_M
19721	6879	-0.972	61319153_M
19722	6909	-0.974	61319153_M
19723	6940	-0.955	61319153_M
19724	6971	-0.972	61319153_M
19725	6999	-1.003	61319153_M
19726	7030	-1.034	61319153_M
19727	7060	-1.048	61319153_M
19728	7091	-1.041	61319153_M
19729	7121	-0.949	61319153_M
19730	7152	-0.885	61319153_M
19731	7183	-0.848	61319153_M
19732	7213	-0.799	61319153_M
19733	7244	-0.728	61319153_M
19734	7274	-0.677	61319153_M
19735	7305	-0.672	61319153_M
19736	7336	-0.683	61319153_M
19737	7365	-0.69	61319153_M
19738	7396	-0.738	61319153_M
19739	7426	-0.725	61319153_M
19740	7457	-0.726	61319153_M
19741	7487	-0.732	61319153_M
19742	7518	-0.71	61319153_M
19743	7549	-0.691	61319153_M
19744	7579	-0.675	61319153_M
19745	7610	-0.642	61319153_M
19746	7640	-0.636	61319153_M
19747	7671	-0.612	61319153_M
19748	7702	-0.632	61319153_M
19749	7730	-0.66	61319153_M
19750	7761	-0.701	61319153_M
19751	7791	-0.73	61319153_M
19752	7822	-0.637	61319153_M
19753	7852	-0.573	61319153_M
19754	7883	-0.499	61319153_M
19755	7914	-0.414	61319153_M
19756	7944	-0.338	61319153_M
19757	7975	-0.283	61319153_M
19758	8005	-0.234	61319153_M
19759	8036	-0.233	61319153_M
19760	8067	-0.129	61319153_M
19761	8095	-0.146	61319153_M
19762	8126	-0.192	61319153_M
19763	8156	-0.259	61319153_M
19764	8187	-0.306	61319153_M
19765	8217	-0.296	61319153_M
19766	8248	-0.278	61319153_M
19767	8279	-0.27	61319153_M
19768	8309	-0.25	61319153_M
19769	8340	-0.237	61319153_M
19770	8370	-0.248	61319153_M
19771	8401	-0.259	61319153_M
19772	8432	-0.292	61319153_M
19773	8460	-0.307	61319153_M
19774	8491	-0.365	61319153_M
19775	8521	-0.407	61319153_M
19776	8552	-0.463	61319153_M
19777	8582	-0.408	61319153_M
19778	8613	-0.384	61319153_M
19779	8644	-0.327	61319153_M
19780	8674	-0.288	61319153_M
19781	8705	-0.279	61319153_M
19782	8735	-0.274	61319153_M
19783	8766	-0.291	61319153_M
19784	8797	-0.323	61319153_M
19785	8826	-0.366	61319153_M
19786	8857	-0.425	61319153_M
19787	8887	-0.469	61319153_M
19788	8918	-0.442	61319153_M
19789	8948	-0.451	61319153_M
19790	8979	-0.464	61319153_M
19791	9010	-0.451	61319153_M
19792	9040	-0.437	61319153_M
19793	9071	-0.424	61319153_M
19794	9101	-0.387	61319153_M
19795	9132	-0.384	61319153_M
19796	9163	-0.412	61319153_M
19797	9191	-0.453	61319153_M
19798	9222	-0.506	61319153_M
19799	9252	-0.508	61319153_M
19800	9283	-0.553	61319153_M
19801	9313	-0.574	61319153_M
19802	9344	-0.593	61319153_M
19803	9375	-0.59	61319153_M
19804	9405	-0.594	61319153_M
19805	9436	-0.589	61319153_M
19806	9466	-0.594	61319153_M
19807	9497	-0.608	61319153_M
19808	9528	-0.64	61319153_M
19809	9556	-0.666	61319153_M
19810	9587	-0.717	61319153_M
19811	9617	-0.785	61319153_M
19812	9648	-0.825	61319153_M
19813	9678	-0.86	61319153_M
19814	9709	-0.863	61319153_M
19815	9740	-0.867	61319153_M
19816	9770	-0.873	61319153_M
19817	9801	-0.868	61319153_M
19818	9831	-0.87	61319153_M
19819	9862	-0.89	61319153_M
19820	9893	-0.918	61319153_M
19821	9921	-0.959	61319153_M
19822	9952	-0.984	61319153_M
19823	9982	-0.939	61319153_M
19824	10013	-0.971	61319153_M
19825	10043	-0.918	61319153_M
19826	10074	-0.844	61319153_M
19827	10105	-0.803	61319153_M
19828	10135	-0.746	61319153_M
19829	10166	-0.699	61319153_M
19830	10196	-0.663	61319153_M
19831	10227	-0.631	61319153_M
19832	10258	-0.642	61319153_M
19833	10287	-0.669	61319153_M
19834	10318	-0.71	61319153_M
19835	10348	-0.73	61319153_M
19836	10379	-0.683	61319153_M
19837	10409	-0.579	61319153_M
19838	10440	-0.526	61319153_M
19839	10471	-0.48	61319153_M
19840	10501	-0.417	61319153_M
19841	10532	-0.378	61319153_M
19842	10562	-0.358	61319153_M
19843	10593	-0.365	61319153_M
19844	10624	-0.372	61319153_M
19845	10652	-0.384	61319153_M
19846	10683	-0.441	61319153_M
19847	10713	-0.465	61319153_M
19848	10744	-0.457	61319153_M
19849	10774	-0.482	61319153_M
19850	10805	-0.448	61319153_M
19851	10836	-0.441	61319153_M
19852	10866	-0.423	61319153_M
19853	10897	-0.372	61319153_M
19854	10927	-0.377	61319153_M
19855	0	7.342	61319157_DL
19856	31	7.254	61319157_DL
19857	60	7.167	61319157_DL
19858	91	7.079	61319157_DL
