ID	X	Y	Curve
10224	2677	15.751	61330011_M
10225	2708	15.949	61330011_M
10226	2738	16.242	61330011_M
10227	2769	16.434	61330011_M
10228	2800	16.43	61330011_M
10229	2830	16.298	61330011_M
10230	2861	16.174	61330011_M
10231	2891	16.028	61330011_M
10232	2922	15.872	61330011_M
10233	2953	15.721	61330011_M
10234	2982	15.58	61330011_M
10235	3013	15.457	61330011_M
10236	3043	15.355	61330011_M
10237	3074	15.258	61330011_M
10238	3104	15.183	61330011_M
10239	3135	15.102	61330011_M
10240	3166	15.015	61330011_M
10241	3196	14.929	61330011_M
10242	3227	14.833	61330011_M
10243	3257	14.733	61330011_M
10244	3288	14.636	61330011_M
10245	3319	14.58	61330011_M
10246	3347	14.51	61330011_M
10247	3378	14.5	61330011_M
10248	3408	14.652	61330011_M
10249	3439	14.836	61330011_M
10250	3469	15.258	61330011_M
10251	3500	15.424	61330011_M
10252	3531	15.498	61330011_M
10253	3561	15.436	61330011_M
10254	3592	15.323	61330011_M
10255	3622	15.232	61330011_M
10256	3653	15.12	61330011_M
10257	3684	15.004	61330011_M
10258	3712	15.002	61330011_M
10259	3743	14.917	61330011_M
10260	3773	14.92	61330011_M
10261	3804	14.996	61330011_M
10262	3834	15.285	61330011_M
10263	3865	15.446	61330011_M
10264	3896	15.448	61330011_M
10265	3926	15.427	61330011_M
10266	3957	15.408	61330011_M
10267	3959	15.404	61330011_M
10268	3987	15.299	61330011_M
10269	4018	15.16	61330011_M
10270	4049	15.033	61330011_M
10271	4077	14.927	61330011_M
10272	4108	14.864	61330011_M
10273	4138	14.779	61330011_M
10274	4169	14.736	61330011_M
10275	4199	14.709	61330011_M
10276	4222	14.68	61330011_M
10277	4230	14.67	61330011_M
10278	4261	14.617	61330011_M
10279	4291	14.569	61330011_M
10280	4322	14.502	61330011_M
10281	4352	14.416	61330011_M
10282	4383	14.323	61330011_M
10283	4414	14.237	61330011_M
10284	4443	14.162	61330011_M
10285	4474	14.135	61330011_M
10286	4504	14.221	61330011_M
10287	4535	14.427	61330011_M
10288	4565	14.737	61330011_M
10289	4596	15.069	61330011_M
10290	4627	15.361	61330011_M
10291	4657	15.382	61330011_M
10292	4688	15.41	61330011_M
10293	4718	15.303	61330011_M
10294	4749	15.163	61330011_M
10295	4780	15.097	61330011_M
10296	4808	14.997	61330011_M
10297	4839	14.88	61330011_M
10298	4869	14.929	61330011_M
10299	4900	15.153	61330011_M
10300	4930	15.515	61330011_M
10301	4961	15.951	61330011_M
10302	4992	16.062	61330011_M
10303	5022	16.084	61330011_M
10304	5053	16.024	61330011_M
10305	5083	15.868	61330011_M
10306	5114	15.682	61330011_M
10307	5145	15.508	61330011_M
10308	5173	15.364	61330011_M
10309	5204	15.224	61330011_M
10310	5234	15.12	61330011_M
10311	5265	15.071	61330011_M
10312	5295	15.012	61330011_M
10313	5326	14.977	61330011_M
10314	5357	14.906	61330011_M
10315	5387	14.816	61330011_M
10316	5418	14.725	61330011_M
10317	5448	14.622	61330011_M
10318	5479	14.511	61330011_M
10319	5510	14.419	61330011_M
10320	5538	14.338	61330011_M
10321	5569	14.307	61330011_M
10322	5599	14.297	61330011_M
10323	5630	14.4	61330011_M
10324	5660	14.592	61330011_M
10325	5691	14.849	61330011_M
10326	5722	14.932	61330011_M
10327	5752	14.948	61330011_M
10328	5783	14.894	61330011_M
10329	5813	14.808	61330011_M
10330	5844	14.693	61330011_M
10331	5875	14.631	61330011_M
10332	5904	14.536	61330011_M
10333	5935	14.444	61330011_M
10334	5965	14.387	61330011_M
10335	5996	14.352	61330011_M
10336	6026	14.314	61330011_M
10337	6057	14.281	61330011_M
10338	6088	14.243	61330011_M
10339	6118	14.188	61330011_M
10340	6149	14.125	61330011_M
10341	6179	14.056	61330011_M
10342	6210	13.977	61330011_M
10343	6241	13.923	61330011_M
10344	6269	13.864	61330011_M
10345	6300	13.817	61330011_M
10346	6330	13.776	61330011_M
10347	6361	13.869	61330011_M
10348	6391	13.972	61330011_M
10349	6422	14.07	61330011_M
10350	6453	14.156	61330011_M
10351	6483	14.144	61330011_M
10352	6514	14.177	61330011_M
10353	6544	14.121	61330011_M
10354	6575	14.042	61330011_M
10355	6606	13.961	61330011_M
10356	6634	13.899	61330011_M
10357	6665	13.842	61330011_M
10358	6695	13.797	61330011_M
10359	6726	13.83	61330011_M
10360	6756	13.892	61330011_M
10361	6787	13.934	61330011_M
10362	6818	13.912	61330011_M
10363	6848	13.897	61330011_M
10364	6879	13.851	61330011_M
10365	6909	13.791	61330011_M
10366	6940	13.756	61330011_M
10367	6971	13.711	61330011_M
10368	6999	13.662	61330011_M
10369	7030	13.668	61330011_M
10370	7060	13.712	61330011_M
10371	7091	13.821	61330011_M
10372	7121	14.163	61330011_M
10373	7152	14.383	61330011_M
10374	7183	14.446	61330011_M
10375	7213	14.455	61330011_M
10376	7244	14.457	61330011_M
10377	7274	14.417	61330011_M
10378	7305	14.319	61330011_M
10379	7336	14.215	61330011_M
10380	7365	14.172	61330011_M
10381	7396	14.097	61330011_M
10382	7426	14.144	61330011_M
10383	7457	14.207	61330011_M
10384	7487	14.286	61330011_M
10385	7518	14.38	61330011_M
10386	7549	14.411	61330011_M
10387	7579	14.382	61330011_M
10388	7610	14.344	61330011_M
10389	7640	14.267	61330011_M
10390	7671	14.242	61330011_M
10391	7702	14.159	61330011_M
10392	7730	14.094	61330011_M
10393	7761	14.087	61330011_M
10394	7791	14.136	61330011_M
10395	7822	14.676	61330011_M
10396	7852	15.226	61330011_M
10397	7883	15.663	61330011_M
10398	7914	15.942	61330011_M
10399	7944	16.028	61330011_M
10400	7975	15.987	61330011_M
10401	8005	15.912	61330011_M
10402	8036	15.736	61330011_M
10403	8067	15.949	61330011_M
10404	8095	15.843	61330011_M
10405	8126	15.681	61330011_M
10406	8156	15.529	61330011_M
10407	8187	15.437	61330011_M
10408	8217	15.501	61330011_M
10409	8248	15.544	61330011_M
10410	8279	15.507	61330011_M
10411	8309	15.436	61330011_M
10412	8340	15.328	61330011_M
10413	8370	15.19	61330011_M
10414	8401	15.054	61330011_M
10415	8432	14.917	61330011_M
10416	8460	14.852	61330011_M
10417	8491	14.763	61330011_M
10418	8521	14.711	61330011_M
10419	8552	14.666	61330011_M
10420	8582	14.83	61330011_M
10421	8613	14.906	61330011_M
10422	8644	14.962	61330011_M
10423	8674	14.935	61330011_M
10424	8705	14.846	61330011_M
10425	8735	14.745	61330011_M
10426	8766	14.63	61330011_M
10427	8797	14.516	61330011_M
10428	8826	14.421	61330011_M
10429	8857	14.348	61330011_M
10430	8887	14.321	61330011_M
10431	8918	14.433	61330011_M
10432	8948	14.513	61330011_M
10433	8979	14.535	61330011_M
10434	9010	14.551	61330011_M
10435	9040	14.52	61330011_M
10436	9071	14.462	61330011_M
10437	9101	14.418	61330011_M
10438	9132	14.345	61330011_M
10439	9163	14.251	61330011_M
10440	9191	14.176	61330011_M
10441	9222	14.124	61330011_M
10442	9252	14.164	61330011_M
10443	9283	14.172	61330011_M
10444	9313	14.23	61330011_M
10445	9344	14.259	61330011_M
10446	9375	14.276	61330011_M
10447	9405	14.24	61330011_M
10448	9436	14.19	61330011_M
10449	9466	14.119	61330011_M
10450	9497	14.035	61330011_M
10451	9528	13.954	61330011_M
10452	9556	13.898	61330011_M
10453	9587	13.852	61330011_M
10454	9617	13.807	61330011_M
10455	9648	13.797	61330011_M
10456	9678	13.803	61330011_M
10457	9709	13.822	61330011_M
10458	9740	13.813	61330011_M
10459	9770	13.775	61330011_M
10460	9801	13.73	61330011_M
10461	9831	13.671	61330011_M
10462	9862	13.604	61330011_M
10463	9893	13.549	61330011_M
10464	9921	13.495	61330011_M
10465	9952	13.567	61330011_M
10466	9982	13.768	61330011_M
10467	10013	13.847	61330011_M
10468	10043	14.177	61330011_M
10469	10074	14.503	61330011_M
10470	10105	14.625	61330011_M
10471	10135	14.673	61330011_M
10472	10166	14.658	61330011_M
10473	10196	14.599	61330011_M
10474	10227	14.531	61330011_M
10475	10258	14.426	61330011_M
10476	10287	14.329	61330011_M
10477	10318	14.253	61330011_M
10478	10348	14.247	61330011_M
10479	10379	14.41	61330011_M
10480	10409	14.781	61330011_M
10481	10440	14.953	61330011_M
10482	10471	15.004	61330011_M
10483	10501	15.012	61330011_M
10484	10532	14.951	61330011_M
10485	10562	14.849	61330011_M
10486	10593	14.72	61330011_M
10487	10624	14.65	61330011_M
10488	10652	14.603	61330011_M
10489	10683	14.508	61330011_M
10490	10713	14.49	61330011_M
10491	10744	14.565	61330011_M
10492	10774	14.597	61330011_M
10493	10805	14.711	61330011_M
10494	10836	14.711	61330011_M
10495	10866	14.673	61330011_M
10496	10897	14.658	61330011_M
10497	10927	14.556	61330011_M
10498	0	15.511	61330015_M
10499	31	15.392	61330015_M
10500	60	15.276	61330015_M
10501	91	15.195	61330015_M
10502	121	15.203	61330015_M
10503	152	15.177	61330015_M
10504	182	15.976	61330015_M
10505	213	16.293	61330015_M
10506	244	16.217	61330015_M
10507	274	15.908	61330015_M
10508	305	15.835	61330015_M
10509	335	15.604	61330015_M
10510	366	15.534	61330015_M
10511	397	15.423	61330015_M
10512	425	15.3	61330015_M
10513	456	15.268	61330015_M
10514	486	15.288	61330015_M
10515	517	15.218	61330015_M
10516	547	15.42	61330015_M
10517	578	15.406	61330015_M
10518	609	15.334	61330015_M
10519	639	15.186	61330015_M
10520	670	15.047	61330015_M
10521	700	14.896	61330015_M
10522	731	14.821	61330015_M
10523	762	14.677	61330015_M
10524	790	14.613	61330015_M
10525	821	14.486	61330015_M
10526	851	14.438	61330015_M
10527	882	15.132	61330015_M
10528	912	15.568	61330015_M
10529	943	15.801	61330015_M
10530	974	15.938	61330015_M
10531	1004	15.715	61330015_M
10532	1035	15.697	61330015_M
10533	1065	15.543	61330015_M
10534	1096	15.382	61330015_M
10535	1127	15.33	61330015_M
10536	1155	15.183	61330015_M
10537	1186	15.024	61330015_M
10538	1216	15.068	61330015_M
10539	1247	15.79	61330015_M
10540	1277	16.06	61330015_M
10541	1308	16.105	61330015_M
10542	1339	16.212	61330015_M
10543	1369	15.971	61330015_M
10544	1400	15.789	61330015_M
10545	1430	15.584	61330015_M
10546	1461	15.433	61330015_M
10547	1492	15.282	61330015_M
10548	1521	15.143	61330015_M
10549	1552	15.044	61330015_M
10550	1582	15.025	61330015_M
10551	1613	14.986	61330015_M
10552	1643	15.715	61330015_M
10553	1674	16.021	61330015_M
10554	1705	15.933	61330015_M
10555	1735	15.666	61330015_M
10556	1766	15.603	61330015_M
10557	1796	15.426	61330015_M
10558	1827	15.324	61330015_M
10559	1858	15.16	61330015_M
10560	1886	15.026	61330015_M
10561	1917	15.006	61330015_M
10562	1947	14.977	61330015_M
10563	1978	15.211	61330015_M
10564	2008	15.369	61330015_M
10565	2039	15.367	61330015_M
10566	2070	15.328	61330015_M
10567	2100	15.207	61330015_M
10568	2131	15.217	61330015_M
10569	2161	15.074	61330015_M
10570	2192	14.997	61330015_M
10571	2223	14.926	61330015_M
10572	2251	14.758	61330015_M
10573	2282	14.655	61330015_M
10574	2312	14.743	61330015_M
10575	2343	15.062	61330015_M
10576	2373	15.768	61330015_M
10577	2404	15.918	61330015_M
10578	2435	15.72	61330015_M
10579	2465	15.661	61330015_M
10580	2496	15.534	61330015_M
10581	2526	15.359	61330015_M
10582	2557	15.248	61330015_M
10583	2588	15.091	61330015_M
10584	2616	14.997	61330015_M
10585	2647	14.873	61330015_M
10586	2677	14.895	61330015_M
10587	2708	15.271	61330015_M
10588	2738	15.644	61330015_M
10589	2769	15.751	61330015_M
10590	2800	15.595	61330015_M
10591	2830	15.364	61330015_M
10592	2861	15.248	61330015_M
10593	2891	15.097	61330015_M
10594	2922	14.951	61330015_M
10595	2953	14.798	61330015_M
10596	2982	14.653	61330015_M
10597	3013	14.524	61330015_M
10598	3043	14.404	61330015_M
10599	3074	14.281	61330015_M
10600	3104	14.187	61330015_M
10601	3135	14.08	61330015_M
10602	3166	13.973	61330015_M
10603	3196	13.877	61330015_M
10604	3227	13.778	61330015_M
10605	3257	13.678	61330015_M
10606	3288	13.587	61330015_M
10607	3319	13.548	61330015_M
10608	3347	13.453	61330015_M
10609	3378	13.466	61330015_M
10610	3408	13.731	61330015_M
10611	3439	13.967	61330015_M
10612	3469	14.611	61330015_M
10613	3500	14.669	61330015_M
10614	3531	14.661	61330015_M
10615	3561	14.474	61330015_M
10616	3592	14.297	61330015_M
10617	3622	14.207	61330015_M
10618	3653	14.084	61330015_M
10619	3684	13.946	61330015_M
10620	3712	14.012	61330015_M
10621	3743	13.869	61330015_M
10622	3773	13.901	61330015_M
10623	3804	14.021	61330015_M
10624	3834	14.495	61330015_M
10625	3865	14.631	61330015_M
10626	3896	14.521	61330015_M
10627	3926	14.454	61330015_M
10628	3957	14.432	61330015_M
10629	3959	14.419	61330015_M
10630	3987	14.263	61330015_M
10631	4018	14.097	61330015_M
10632	4049	13.958	61330015_M
10633	4077	13.842	61330015_M
10634	4108	13.793	61330015_M
10635	4138	13.665	61330015_M
10636	4169	13.614	61330015_M
10637	4199	13.573	61330015_M
10638	4222	13.527	61330015_M
10639	4230	13.512	61330015_M
10640	4261	13.432	61330015_M
10641	4291	13.38	61330015_M
10642	4322	13.307	61330015_M
10643	4352	13.217	61330015_M
10644	4383	13.123	61330015_M
10645	4414	13.027	61330015_M
10646	4443	12.943	61330015_M
10647	4474	12.93	61330015_M
10648	4504	13.085	61330015_M
10649	4535	13.394	61330015_M
10650	4565	13.835	61330015_M
10651	4596	14.25	61330015_M
10652	4627	14.575	61330015_M
10653	4657	14.433	61330015_M
10654	4688	14.44	61330015_M
10655	4718	14.237	61330015_M
10656	4749	14.053	61330015_M
10657	4780	14.02	61330015_M
10658	4808	13.885	61330015_M
10659	4839	13.727	61330015_M
10660	4869	13.863	61330015_M
10661	4900	14.24	61330015_M
10662	4930	14.781	61330015_M
10663	4961	15.346	61330015_M
10664	4992	15.244	61330015_M
10665	5022	15.193	61330015_M
10666	5053	15.058	61330015_M
10667	5083	14.826	61330015_M
10668	5114	14.608	61330015_M
10669	5145	14.421	61330015_M
10670	5173	14.275	61330015_M
10671	5204	14.121	61330015_M
10672	5234	14.006	61330015_M
10673	5265	13.976	61330015_M
10674	5295	13.893	61330015_M
10675	5326	13.861	61330015_M
10676	5357	13.759	61330015_M
10677	5387	13.644	61330015_M
10678	5418	13.551	61330015_M
10679	5448	13.446	61330015_M
10680	5479	13.339	61330015_M
10681	5510	13.243	61330015_M
10682	5538	13.156	61330015_M
10683	5569	13.144	61330015_M
10684	5599	13.128	61330015_M
10685	5630	13.298	61330015_M
10686	5660	13.579	61330015_M
10687	5691	13.93	61330015_M
10688	5722	13.927	61330015_M
10689	5752	13.889	61330015_M
10690	5783	13.779	61330015_M
10691	5813	13.659	61330015_M
10692	5844	13.512	61330015_M
10693	5875	13.476	61330015_M
10694	5904	13.349	61330015_M
10695	5935	13.227	61330015_M
10696	5965	13.159	61330015_M
10697	5996	13.105	61330015_M
10698	6026	13.04	61330015_M
10699	6057	12.994	61330015_M
10700	6088	12.939	61330015_M
10701	6118	12.867	61330015_M
10702	6149	12.8	61330015_M
10703	6179	12.738	61330015_M
10704	6210	12.663	61330015_M
10705	6241	12.619	61330015_M
10706	6269	12.547	61330015_M
10707	6300	12.489	61330015_M
10708	6330	12.42	61330015_M
10709	6361	12.586	61330015_M
10710	6391	12.71	61330015_M
10711	6422	12.817	61330015_M
10712	6453	12.906	61330015_M
10713	6483	12.832	61330015_M
10714	6514	12.905	61330015_M
10715	6544	12.806	61330015_M
10716	6575	12.704	61330015_M
10717	6606	12.605	61330015_M
10718	6634	12.533	61330015_M
10719	6665	12.461	61330015_M
10720	6695	12.39	61330015_M
10721	6726	12.455	61330015_M
10722	6756	12.536	61330015_M
10723	6787	12.57	61330015_M
10724	6818	12.497	61330015_M
10725	6848	12.479	61330015_M
10726	6879	12.42	61330015_M
10727	6909	12.355	61330015_M
10728	6940	12.356	61330015_M
10729	6971	12.307	61330015_M
10730	6999	12.242	61330015_M
10731	7030	12.272	61330015_M
10732	7060	12.331	61330015_M
10733	7091	12.485	61330015_M
10734	7121	13.031	61330015_M
10735	7152	13.241	61330015_M
10736	7183	13.208	61330015_M
10737	7213	13.162	61330015_M
10738	7244	13.158	61330015_M
10739	7274	13.098	61330015_M
10740	7305	12.961	61330015_M
10741	7336	12.835	61330015_M
10742	7365	12.816	61330015_M
10743	7396	12.707	61330015_M
10744	7426	12.819	61330015_M
10745	7457	12.9	61330015_M
10746	7487	12.992	61330015_M
10747	7518	13.11	61330015_M
10748	7549	13.107	61330015_M
10749	7579	13.036	61330015_M
10750	7610	12.994	61330015_M
10751	7640	12.894	61330015_M
10752	7671	12.924	61330015_M
10753	7702	12.794	61330015_M
10754	7730	12.728	61330015_M
10755	7761	12.746	61330015_M
10756	7791	12.831	61330015_M
10757	7822	13.766	61330015_M
10758	7852	14.498	61330015_M
10759	7883	14.96	61330015_M
10760	7914	15.158	61330015_M
10761	7944	15.106	61330015_M
10762	7975	14.95	61330015_M
10763	8005	14.834	61330015_M
10764	8036	14.582	61330015_M
10765	8067	15.082	61330015_M
10766	8095	14.802	61330015_M
10767	8126	14.563	61330015_M
10768	8156	14.359	61330015_M
10769	8187	14.273	61330015_M
10770	8217	14.446	61330015_M
10771	8248	14.511	61330015_M
10772	8279	14.431	61330015_M
10773	8309	14.329	61330015_M
10774	8340	14.2	61330015_M
10775	8370	14.038	61330015_M
10776	8401	13.9	61330015_M
10777	8432	13.753	61330015_M
10778	8460	13.718	61330015_M
10779	8491	13.599	61330015_M
10780	8521	13.544	61330015_M
10781	8552	13.474	61330015_M
10782	8582	13.785	61330015_M
10783	8613	13.839	61330015_M
10784	8644	13.886	61330015_M
10785	8674	13.807	61330015_M
10786	8705	13.665	61330015_M
10787	8735	13.543	61330015_M
10788	8766	13.409	61330015_M
10789	8797	13.283	61330015_M
10790	8826	13.181	61330015_M
10791	8857	13.101	61330015_M
10792	8887	13.079	61330015_M
10793	8918	13.281	61330015_M
10794	8948	13.357	61330015_M
10795	8979	13.339	61330015_M
10796	9010	13.337	61330015_M
10797	9040	13.273	61330015_M
10798	9071	13.196	61330015_M
10799	9101	13.169	61330015_M
10800	9132	13.083	61330015_M
10801	9163	12.965	61330015_M
10802	9191	12.868	61330015_M
10803	9222	12.813	61330015_M
10804	9252	12.903	61330015_M
10805	9283	12.879	61330015_M
10806	9313	12.959	61330015_M
10807	9344	12.967	61330015_M
10808	9375	12.972	61330015_M
10809	9405	12.898	61330015_M
10810	9436	12.837	61330015_M
10811	9466	12.757	61330015_M
10812	9497	12.67	61330015_M
10813	9528	12.577	61330015_M
10814	9556	12.527	61330015_M
10815	9587	12.465	61330015_M
10816	9617	12.394	61330015_M
10817	9648	12.379	61330015_M
10818	9678	12.378	61330015_M
10819	9709	12.399	61330015_M
10820	9740	12.369	61330015_M
10821	9770	12.311	61330015_M
10822	9801	12.26	61330015_M
10823	9831	12.203	61330015_M
10824	9862	12.136	61330015_M
10825	9893	12.082	61330015_M
10826	9921	12.024	61330015_M
10827	9952	12.173	61330015_M
10828	9982	12.495	61330015_M
10829	10013	12.508	61330015_M
10830	10043	13.031	61330015_M
10831	10074	13.432	61330015_M
10832	10105	13.457	61330015_M
10833	10135	13.446	61330015_M
10834	10166	13.377	61330015_M
10835	10196	13.288	61330015_M
10836	10227	13.217	61330015_M
10837	10258	13.064	61330015_M
10838	10287	12.947	61330015_M
10839	10318	12.869	61330015_M
10840	10348	12.89	61330015_M
10841	10379	13.177	61330015_M
10842	10409	13.77	61330015_M
10843	10440	13.883	61330015_M
10844	10471	13.852	61330015_M
10845	10501	13.818	61330015_M
10846	10532	13.703	61330015_M
10847	10562	13.57	61330015_M
10848	10593	13.411	61330015_M
10849	10624	13.368	61330015_M
10850	10652	13.332	61330015_M
10851	10683	13.191	61330015_M
10852	10713	13.196	61330015_M
10853	10744	13.332	61330015_M
10854	10774	13.344	61330015_M
10855	10805	13.522	61330015_M
10856	10836	13.462	61330015_M
10857	10866	13.39	61330015_M
10858	10897	13.391	61330015_M
10859	10927	13.248	61330015_M
10860	0	16.134	61330023_M
10861	31	16.05	61330023_M
10862	60	16.023	61330023_M
10863	91	16.001	61330023_M
10864	121	16.033	61330023_M
10865	152	16.067	61330023_M
10866	182	16.651	61330023_M
10867	213	16.826	61330023_M
10868	244	16.737	61330023_M
10869	274	16.512	61330023_M
10870	305	16.437	61330023_M
10871	335	16.264	61330023_M
10872	366	16.213	61330023_M
10873	397	16.127	61330023_M
10874	425	16.084	61330023_M
10875	456	16.093	61330023_M
10876	486	16.156	61330023_M
10877	517	16.162	61330023_M
10878	547	16.326	61330023_M
10879	578	16.324	61330023_M
10880	609	16.274	61330023_M
10881	639	16.176	61330023_M
10882	670	16.102	61330023_M
10883	700	16.028	61330023_M
10884	731	15.993	61330023_M
10885	762	15.948	61330023_M
10886	790	15.941	61330023_M
10887	821	15.897	61330023_M
10888	851	15.934	61330023_M
10889	882	16.396	61330023_M
10890	912	16.604	61330023_M
10891	943	16.702	61330023_M
10892	974	16.71	61330023_M
10893	1004	16.509	61330023_M
10894	1035	16.474	61330023_M
10895	1065	16.325	61330023_M
10896	1096	16.212	61330023_M
10897	1127	16.164	61330023_M
10898	1155	16.099	61330023_M
10899	1186	16.058	61330023_M
10900	1216	16.138	61330023_M
10901	1247	16.623	61330023_M
10902	1277	16.771	61330023_M
10903	1308	16.777	61330023_M
10904	1339	16.786	61330023_M
10905	1369	16.603	61330023_M
10906	1400	16.445	61330023_M
10907	1430	16.306	61330023_M
10908	1461	16.145	61330023_M
10909	1492	16.095	61330023_M
10910	1521	16.047	61330023_M
10911	1552	16.024	61330023_M
10912	1582	16.096	61330023_M
10913	1613	16.115	61330023_M
10914	1643	16.62	61330023_M
10915	1674	16.759	61330023_M
10916	1705	16.654	61330023_M
10917	1735	16.436	61330023_M
10918	1766	16.381	61330023_M
10919	1796	16.265	61330023_M
10920	1827	16.167	61330023_M
10921	1858	16.063	61330023_M
10922	1886	16.035	61330023_M
10923	1917	16.054	61330023_M
10924	1947	16.106	61330023_M
10925	1978	16.292	61330023_M
10926	2008	16.413	61330023_M
10927	2039	16.4	61330023_M
10928	2070	16.314	61330023_M
10929	2100	16.255	61330023_M
10930	2131	16.273	61330023_M
10931	2161	16.129	61330023_M
10932	2192	16.116	61330023_M
10933	2223	16.093	61330023_M
10934	2251	16.016	61330023_M
10935	2282	15.979	61330023_M
10936	2312	16.103	61330023_M
10937	2343	16.328	61330023_M
10938	2373	16.731	61330023_M
10939	2404	16.76	61330023_M
10940	2435	16.572	61330023_M
10941	2465	16.502	61330023_M
10942	2496	16.373	61330023_M
10943	2526	16.251	61330023_M
10944	2557	16.169	61330023_M
10945	2588	16.115	61330023_M
10946	2616	16.075	61330023_M
10947	2647	16.045	61330023_M
10948	2677	16.122	61330023_M
10949	2708	16.376	61330023_M
10950	2738	16.609	61330023_M
10951	2769	16.64	61330023_M
10952	2800	16.483	61330023_M
10953	2830	16.319	61330023_M
10954	2861	16.245	61330023_M
10955	2891	16.148	61330023_M
10956	2922	16.071	61330023_M
10957	2953	15.999	61330023_M
10958	2982	15.972	61330023_M
10959	3013	15.946	61330023_M
10960	3043	15.932	61330023_M
10961	3074	15.926	61330023_M
10962	3104	15.942	61330023_M
10963	3135	15.932	61330023_M
10964	3166	15.912	61330023_M
10965	3196	15.886	61330023_M
10966	3227	15.857	61330023_M
10967	3257	15.828	61330023_M
10968	3288	15.794	61330023_M
10969	3319	15.813	61330023_M
10970	3347	15.783	61330023_M
10971	3378	15.826	61330023_M
10972	3408	16.034	61330023_M
10973	3439	16.173	61330023_M
10974	3469	16.519	61330023_M
10975	3500	16.42	61330023_M
10976	3531	16.341	61330023_M
10977	3561	16.195	61330023_M
10978	3592	16.092	61330023_M
10979	3622	16.059	61330023_M
10980	3653	15.984	61330023_M
10981	3684	15.928	61330023_M
10982	3712	15.987	61330023_M
10983	3743	15.927	61330023_M
10984	3773	15.997	61330023_M
10985	3804	16.115	61330023_M
10986	3834	16.407	61330023_M
10987	3865	16.401	61330023_M
10988	3896	16.27	61330023_M
10989	3926	16.222	61330023_M
10990	3957	16.191	61330023_M
10991	3959	16.184	61330023_M
10992	3987	16.09	61330023_M
10993	4018	15.976	61330023_M
10994	4049	15.929	61330023_M
10995	4077	15.901	61330023_M
10996	4108	15.925	61330023_M
10997	4138	15.895	61330023_M
10998	4169	15.922	61330023_M
10999	4199	15.954	61330023_M
11000	4222	15.955	61330023_M
11001	4230	15.954	61330023_M
11002	4261	15.93	61330023_M
11003	4291	15.923	61330023_M
11004	4322	15.894	61330023_M
11005	4352	15.848	61330023_M
11006	4383	15.806	61330023_M
11007	4414	15.774	61330023_M
11008	4443	15.747	61330023_M
11009	4474	15.774	61330023_M
11010	4504	15.924	61330023_M
11011	4535	16.138	61330023_M
11012	4565	16.366	61330023_M
11013	4596	16.498	61330023_M
11014	4627	16.537	61330023_M
11015	4657	16.339	61330023_M
11016	4688	16.291	61330023_M
11017	4718	16.123	61330023_M
11018	4749	16.025	61330023_M
11019	4780	16.038	61330023_M
11020	4808	15.981	61330023_M
11021	4839	15.924	61330023_M
11022	4869	16.08	61330023_M
11023	4900	16.32	61330023_M
11024	4930	16.58	61330023_M
11025	4961	16.78	61330023_M
11026	4992	16.595	61330023_M
11027	5022	16.451	61330023_M
11028	5053	16.362	61330023_M
11029	5083	16.21	61330023_M
11030	5114	16.094	61330023_M
11031	5145	16.031	61330023_M
11032	5173	15.941	61330023_M
11033	5204	15.934	61330023_M
11034	5234	15.934	61330023_M
11035	5265	15.997	61330023_M
11036	5295	15.998	61330023_M
11037	5326	16.025	61330023_M
11038	5357	15.984	61330023_M
11039	5387	15.935	61330023_M
11040	5418	15.906	61330023_M
11041	5448	15.863	61330023_M
11042	5479	15.811	61330023_M
11043	5510	15.792	61330023_M
11044	5538	15.773	61330023_M
11045	5569	15.809	61330023_M
11046	5599	15.835	61330023_M
11047	5630	15.993	61330023_M
11048	5660	16.175	61330023_M
11049	5691	16.332	61330023_M
11050	5722	16.23	61330023_M
11051	5752	16.17	61330023_M
11052	5783	16.058	61330023_M
11053	5813	16.016	61330023_M
11054	5844	15.92	61330023_M
11055	5875	15.926	61330023_M
11056	5904	15.858	61330023_M
11057	5935	15.835	61330023_M
11058	5965	15.829	61330023_M
11059	5996	15.858	61330023_M
11060	6026	15.863	61330023_M
11061	6057	15.875	61330023_M
11062	6088	15.868	61330023_M
11063	6118	15.841	61330023_M
11064	6149	15.813	61330023_M
11065	6179	15.797	61330023_M
11066	6210	15.765	61330023_M
11067	6241	15.753	61330023_M
11068	6269	15.719	61330023_M
11069	6300	15.713	61330023_M
11070	6330	15.701	61330023_M
11071	6361	15.859	61330023_M
11072	6391	15.963	61330023_M
11073	6422	16.019	61330023_M
11074	6453	16.047	61330023_M
11075	6483	15.967	61330023_M
11076	6514	15.99	61330023_M
11077	6544	15.917	61330023_M
11078	6575	15.837	61330023_M
11079	6606	15.794	61330023_M
11080	6634	15.766	61330023_M
11081	6665	15.748	61330023_M
11082	6695	15.742	61330023_M
11083	6726	15.832	61330023_M
11084	6756	15.916	61330023_M
11085	6787	15.945	61330023_M
11086	6818	15.89	61330023_M
11087	6848	15.883	61330023_M
11088	6879	15.834	61330023_M
11089	6909	15.798	61330023_M
11090	6940	15.808	61330023_M
11091	6971	15.771	61330023_M
11092	6999	15.739	61330023_M
11093	7030	15.782	61330023_M
11094	7060	15.846	61330023_M
11095	7091	15.961	61330023_M
11096	7121	16.284	61330023_M
11097	7152	16.315	61330023_M
11098	7183	16.205	61330023_M
11099	7213	16.14	61330023_M
11100	7244	16.111	61330023_M
11101	7274	16.053	61330023_M
